Type,Study,Site,Depth,Depth type,Age (Ma),Age Frame,Age (Ma relative to K-Pg),d18O,Temperature (deg C),?Temperature
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.38,mcd,65.7784,D.-T. et al. 2014,0.2436,-0.354,10.97,1.58
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.39,mcd,65.7826,D.-T. et al. 2014,0.2394,-0.319,10.82,1.42
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.4,mcd,65.7868,D.-T. et al. 2014,0.2352,-0.341,10.91,1.52
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.41,mcd,65.791,D.-T. et al. 2014,0.231,-0.46,11.45,2.05
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.42,mcd,65.7952,D.-T. et al. 2014,0.2268,-0.157,10.09,0.7
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.43,mcd,65.7994,D.-T. et al. 2014,0.2226,-0.157,10.09,0.7
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.44,mcd,65.8036,D.-T. et al. 2014,0.2184,0.325,7.96,-1.43
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.45,mcd,65.8078,D.-T. et al. 2014,0.2142,0.265,8.23,-1.17
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.46,mcd,65.812,D.-T. et al. 2014,0.21,0.022,9.3,-0.1
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.47,mcd,65.8143,D.-T. et al. 2014,0.2078,-0.068,9.7,0.3
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.48,mcd,65.8165,D.-T. et al. 2014,0.2055,-0.171,10.16,0.76
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.49,mcd,65.8188,D.-T. et al. 2014,0.2033,-0.104,9.86,0.46
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.5,mcd,65.821,D.-T. et al. 2014,0.201,-0.4,11.18,1.78
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.51,mcd,65.8233,D.-T. et al. 2014,0.1988,-0.126,9.96,0.56
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.52,mcd,65.8255,D.-T. et al. 2014,0.1965,-0.218,10.36,0.97
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.53,mcd,65.8278,D.-T. et al. 2014,0.1943,-0.284,10.66,1.26
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.54,mcd,65.83,D.-T. et al. 2014,0.192,-0.754,12.78,3.38
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.55,mcd,65.8323,D.-T. et al. 2014,0.1898,-0.392,11.14,1.75
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.56,mcd,65.8345,D.-T. et al. 2014,0.1875,-0.579,11.98,2.59
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.57,mcd,65.8368,D.-T. et al. 2014,0.1853,-0.869,13.3,3.9
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.58,mcd,65.839,D.-T. et al. 2014,0.183,-0.689,12.48,3.08
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.59,mcd,65.8413,D.-T. et al. 2014,0.1808,-0.709,12.57,3.17
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.6,mcd,65.8435,D.-T. et al. 2014,0.1785,-0.412,11.23,1.84
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.61,mcd,65.8458,D.-T. et al. 2014,0.1763,-0.503,11.64,2.25
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.62,mcd,65.848,D.-T. et al. 2014,0.174,-0.385,11.11,1.72
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.63,mcd,65.8503,D.-T. et al. 2014,0.1718,-0.466,11.48,2.08
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.64,mcd,65.8525,D.-T. et al. 2014,0.1695,-0.484,11.55,2.16
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.65,mcd,65.8548,D.-T. et al. 2014,0.1673,-0.518,11.71,2.31
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.66,mcd,65.857,D.-T. et al. 2014,0.165,-0.522,11.73,2.33
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.67,mcd,65.8593,D.-T. et al. 2014,0.1628,-0.38,11.09,1.69
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.69,mcd,65.8638,D.-T. et al. 2014,0.1583,-0.433,11.33,1.93
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.7,mcd,65.866,D.-T. et al. 2014,0.156,-0.326,10.85,1.45
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.71,mcd,65.8683,D.-T. et al. 2014,0.1538,-0.4,11.18,1.78
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.72,mcd,65.8705,D.-T. et al. 2014,0.1515,-0.132,9.98,0.59
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.73,mcd,65.8728,D.-T. et al. 2014,0.1493,-0.35,10.95,1.56
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.74,mcd,65.875,D.-T. et al. 2014,0.147,-0.22,10.38,0.98
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.75,mcd,65.8773,D.-T. et al. 2014,0.1448,-0.196,10.27,0.87
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.76,mcd,65.8795,D.-T. et al. 2014,0.1425,-0.195,10.26,0.87
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.77,mcd,65.8818,D.-T. et al. 2014,0.1403,-0.428,11.3,1.91
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.78,mcd,65.884,D.-T. et al. 2014,0.138,-0.145,10.04,0.65
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.79,mcd,65.8863,D.-T. et al. 2014,0.1358,-0.324,10.84,1.44
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.8,mcd,65.8885,D.-T. et al. 2014,0.1335,-0.349,10.95,1.55
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.81,mcd,65.8908,D.-T. et al. 2014,0.1313,-0.246,10.49,1.09
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.82,mcd,65.893,D.-T. et al. 2014,0.129,-0.228,10.41,1.01
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.83,mcd,65.8953,D.-T. et al. 2014,0.1268,-0.314,10.79,1.4
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.84,mcd,65.8975,D.-T. et al. 2014,0.1245,-0.365,11.02,1.62
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.85,mcd,65.8998,D.-T. et al. 2014,0.1223,-0.343,10.92,1.53
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.86,mcd,65.902,D.-T. et al. 2014,0.12,-0.329,10.86,1.46
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.87,mcd,65.9043,D.-T. et al. 2014,0.1178,-0.391,11.14,1.74
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.88,mcd,65.9065,D.-T. et al. 2014,0.1155,-0.408,11.22,1.82
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.89,mcd,65.9088,D.-T. et al. 2014,0.1133,-0.352,10.96,1.57
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.9,mcd,65.911,D.-T. et al. 2014,0.111,-0.227,10.4,1.01
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.91,mcd,65.9132,D.-T. et al. 2014,0.1088,-0.404,11.19,1.8
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.92,mcd,65.9154,D.-T. et al. 2014,0.1066,-0.32,10.82,1.43
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.93,mcd,65.9176,D.-T. et al. 2014,0.1044,-0.29,10.69,1.29
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.94,mcd,65.9197,D.-T. et al. 2014,0.1023,-0.374,11.06,1.66
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.95,mcd,65.9219,D.-T. et al. 2014,0.1001,-0.361,11,1.61
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.96,mcd,65.9241,D.-T. et al. 2014,0.0979,-0.133,9.99,0.59
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.97,mcd,65.9263,D.-T. et al. 2014,0.0957,-0.525,11.74,2.34
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.98,mcd,65.9285,D.-T. et al. 2014,0.0935,-0.414,11.24,1.85
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,215.99,mcd,65.9307,D.-T. et al. 2014,0.0913,-0.416,11.25,1.86
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216,mcd,65.9328,D.-T. et al. 2014,0.0892,0.122,8.85,-0.54
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.01,mcd,65.935,D.-T. et al. 2014,0.087,-0.124,9.94,0.55
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.02,mcd,65.9372,D.-T. et al. 2014,0.0848,-0.034,9.55,0.15
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.04,mcd,65.9416,D.-T. et al. 2014,0.0804,0.542,7.02,-2.38
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.05,mcd,65.9438,D.-T. et al. 2014,0.0782,0.364,7.79,-1.6
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.06,mcd,65.9459,D.-T. et al. 2014,0.0761,0.211,8.47,-0.93
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.09,mcd,65.9525,D.-T. et al. 2014,0.0695,0.494,7.23,-2.17
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.1,mcd,65.9547,D.-T. et al. 2014,0.0673,0.215,8.45,-0.95
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.11,mcd,65.9569,D.-T. et al. 2014,0.0651,0.137,8.79,-0.6
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.14,mcd,65.9634,D.-T. et al. 2014,0.0586,0.186,8.57,-0.82
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.15,mcd,65.9656,D.-T. et al. 2014,0.0564,0.119,8.87,-0.53
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.16,mcd,65.9678,D.-T. et al. 2014,0.0542,0.453,7.4,-1.99
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.17,mcd,65.97,D.-T. et al. 2014,0.052,0.273,8.19,-1.2
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.18,mcd,65.9722,D.-T. et al. 2014,0.0498,0.496,7.22,-2.18
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.19,mcd,65.9743,D.-T. et al. 2014,0.0477,0.614,6.71,-2.69
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.2,mcd,65.9765,D.-T. et al. 2014,0.0455,0.595,6.78,-2.61
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.21,mcd,65.9787,D.-T. et al. 2014,0.0433,0.596,6.78,-2.61
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.22,mcd,65.9809,D.-T. et al. 2014,0.0411,0.507,7.17,-2.23
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.23,mcd,65.9831,D.-T. et al. 2014,0.0389,0.688,6.38,-3.01
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.24,mcd,65.9853,D.-T. et al. 2014,0.0367,0.705,6.31,-3.08
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.25,mcd,65.9874,D.-T. et al. 2014,0.0346,0.205,8.49,-0.91
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.26,mcd,65.9896,D.-T. et al. 2014,0.0324,0.621,6.68,-2.72
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.27,mcd,65.9918,D.-T. et al. 2014,0.0302,0.373,7.75,-1.64
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.28,mcd,65.994,D.-T. et al. 2014,0.028,0.675,6.44,-2.96
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.29,mcd,65.9947,D.-T. et al. 2014,0.0273,0.517,7.13,-2.27
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.3,mcd,65.9953,D.-T. et al. 2014,0.0267,0.322,7.98,-1.42
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.31,mcd,65.996,D.-T. et al. 2014,0.026,0.634,6.62,-2.78
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.32,mcd,65.9966,D.-T. et al. 2014,0.0254,0.289,8.12,-1.27
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.33,mcd,65.9973,D.-T. et al. 2014,0.0247,0.345,7.88,-1.52
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.34,mcd,65.9979,D.-T. et al. 2014,0.0241,0.661,6.5,-2.9
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.35,mcd,65.9986,D.-T. et al. 2014,0.0234,0.486,7.26,-2.14
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.36,mcd,65.9992,D.-T. et al. 2014,0.0228,0.89,5.51,-3.88
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.37,mcd,65.9999,D.-T. et al. 2014,0.0221,0.656,6.52,-2.88
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.38,mcd,66.0005,D.-T. et al. 2014,0.0215,0.886,5.53,-3.87
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.39,mcd,66.0012,D.-T. et al. 2014,0.0208,0.488,7.25,-2.14
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.4,mcd,66.0018,D.-T. et al. 2014,0.0202,0.806,5.87,-3.52
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.41,mcd,66.0025,D.-T. et al. 2014,0.0195,0.661,6.5,-2.89
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.42,mcd,66.0031,D.-T. et al. 2014,0.0189,0.856,5.66,-3.74
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.43,mcd,66.0038,D.-T. et al. 2014,0.0182,0.695,6.35,-3.04
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.44,mcd,66.0044,D.-T. et al. 2014,0.0176,1.091,4.65,-4.75
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.46,mcd,66.0057,D.-T. et al. 2014,0.0163,0.692,6.36,-3.03
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.47,mcd,66.0064,D.-T. et al. 2014,0.0156,0.705,6.31,-3.09
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.48,mcd,66.007,D.-T. et al. 2014,0.015,0.576,6.87,-2.53
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.49,mcd,66.0077,D.-T. et al. 2014,0.0143,0.884,5.54,-3.86
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.5,mcd,66.0083,D.-T. et al. 2014,0.0137,0.711,6.29,-3.11
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.51,mcd,66.009,D.-T. et al. 2014,0.013,0.739,6.16,-3.23
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.52,mcd,66.0096,D.-T. et al. 2014,0.0124,0.598,6.78,-2.62
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.53,mcd,66.0103,D.-T. et al. 2014,0.0117,0.82,5.81,-3.58
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.54,mcd,66.0109,D.-T. et al. 2014,0.0111,0.787,5.96,-3.44
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.55,mcd,66.0116,D.-T. et al. 2014,0.0104,0.595,6.79,-2.61
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.56,mcd,66.0122,D.-T. et al. 2014,0.0098,0.661,6.5,-2.89
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.57,mcd,66.0129,D.-T. et al. 2014,0.0091,0.58,6.85,-2.54
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.58,mcd,66.0135,D.-T. et al. 2014,0.0085,0.829,5.77,-3.62
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.6,mcd,66.0148,D.-T. et al. 2014,0.0072,0.42,7.55,-1.85
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.61,mcd,66.0155,D.-T. et al. 2014,0.0065,0.766,6.04,-3.35
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.62,mcd,66.0161,D.-T. et al. 2014,0.0059,0.673,6.45,-2.95
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.63,mcd,66.0168,D.-T. et al. 2014,0.0052,0.16,8.69,-0.7
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.64,mcd,66.0174,D.-T. et al. 2014,0.0046,0.412,7.58,-1.81
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.65,mcd,66.0181,D.-T. et al. 2014,0.0039,-0.094,9.81,0.41
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.66,mcd,66.0187,D.-T. et al. 2014,0.0033,0.126,8.84,-0.56
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.67,mcd,66.0194,D.-T. et al. 2014,0.0026,-0.245,10.49,1.09
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.68,mcd,66.02,D.-T. et al. 2014,0.002,-0.494,11.6,2.2
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.69,mcd,66.0207,D.-T. et al. 2014,0.0013,-0.301,10.74,1.34
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.7,mcd,66.0213,D.-T. et al. 2014,0.0007,-0.429,11.31,1.91
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.71,mcd,66.022,D.-T. et al. 2014,0,,9.4,0
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.72,mcd,66.0224,D.-T. et al. 2014,-0.0004,-0.158,10.1,0.7
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.73,mcd,66.0229,D.-T. et al. 2014,-0.0009,0.02,9.31,-0.09
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.75,mcd,66.0238,D.-T. et al. 2014,-0.0018,-0.069,9.7,0.31
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.76,mcd,66.0242,D.-T. et al. 2014,-0.0022,-0.03,9.53,0.13
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.77,mcd,66.0246,D.-T. et al. 2014,-0.0026,0.028,9.27,-0.12
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.78,mcd,66.0251,D.-T. et al. 2014,-0.0031,-0.045,9.59,0.2
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.79,mcd,66.0255,D.-T. et al. 2014,-0.0035,-0.197,10.27,0.87
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.8,mcd,66.0259,D.-T. et al. 2014,-0.0039,0.103,8.94,-0.46
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.81,mcd,66.0264,D.-T. et al. 2014,-0.0044,0.003,9.38,-0.01
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.82,mcd,66.0268,D.-T. et al. 2014,-0.0048,0.144,8.76,-0.64
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.83,mcd,66.0273,D.-T. et al. 2014,-0.0053,0.08,9.04,-0.35
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.84,mcd,66.0277,D.-T. et al. 2014,-0.0057,-0.195,10.26,0.86
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.87,mcd,66.029,D.-T. et al. 2014,-0.007,-0.16,10.11,0.71
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.9,mcd,66.0303,D.-T. et al. 2014,-0.0083,0.19,8.56,-0.84
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.93,mcd,66.0316,D.-T. et al. 2014,-0.0096,-0.067,9.69,0.3
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.96,mcd,66.0329,D.-T. et al. 2014,-0.0109,0.041,9.21,-0.18
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,216.99,mcd,66.0343,D.-T. et al. 2014,-0.0123,0.07,9.09,-0.31
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.02,mcd,66.0356,D.-T. et al. 2014,-0.0136,0.022,9.3,-0.1
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.05,mcd,66.0369,D.-T. et al. 2014,-0.0149,0.12,8.86,-0.53
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.08,mcd,66.0382,D.-T. et al. 2014,-0.0162,0.235,8.36,-1.04
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.11,mcd,66.0395,D.-T. et al. 2014,-0.0175,0.121,8.86,-0.53
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.14,mcd,66.0408,D.-T. et al. 2014,-0.0188,0.09,9,-0.4
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.17,mcd,66.0421,D.-T. et al. 2014,-0.0201,0.149,8.74,-0.66
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.2,mcd,66.0435,D.-T. et al. 2014,-0.0215,-0.112,9.89,0.5
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.26,mcd,66.0461,D.-T. et al. 2014,-0.0241,0.114,8.89,-0.5
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.29,mcd,66.0474,D.-T. et al. 2014,-0.0254,0.153,8.72,-0.67
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.32,mcd,66.0487,D.-T. et al. 2014,-0.0267,0.064,9.11,-0.28
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.35,mcd,66.05,D.-T. et al. 2014,-0.028,0.197,8.53,-0.87
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.38,mcd,66.0513,D.-T. et al. 2014,-0.0293,0.117,8.88,-0.52
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.41,mcd,66.0527,D.-T. et al. 2014,-0.0307,-0.144,10.03,0.64
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.44,mcd,66.054,D.-T. et al. 2014,-0.032,-0.042,9.58,0.19
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.47,mcd,66.0553,D.-T. et al. 2014,-0.0333,0.332,7.94,-1.46
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.5,mcd,66.0566,D.-T. et al. 2014,-0.0346,0.058,9.14,-0.26
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.54,mcd,66.0583,D.-T. et al. 2014,-0.0363,-0.17,10.15,0.75
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.57,mcd,66.0597,D.-T. et al. 2014,-0.0377,0.321,7.98,-1.41
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.6,mcd,66.061,D.-T. et al. 2014,-0.039,0.045,9.2,-0.2
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.63,mcd,66.0623,D.-T. et al. 2014,-0.0403,-0.137,10,0.61
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.66,mcd,66.0636,D.-T. et al. 2014,-0.0416,-0.171,10.16,0.76
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.69,mcd,66.0649,D.-T. et al. 2014,-0.0429,0.121,8.86,-0.53
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.72,mcd,66.0662,D.-T. et al. 2014,-0.0442,0.423,7.54,-1.86
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.75,mcd,66.0675,D.-T. et al. 2014,-0.0455,0.026,9.28,-0.12
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.78,mcd,66.0689,D.-T. et al. 2014,-0.0469,0.092,8.99,-0.41
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.81,mcd,66.0702,D.-T. et al. 2014,-0.0482,0.267,8.22,-1.18
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.84,mcd,66.0715,D.-T. et al. 2014,-0.0495,0.328,7.95,-1.45
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.87,mcd,66.0728,D.-T. et al. 2014,-0.0508,0.331,7.94,-1.46
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.9,mcd,66.0741,D.-T. et al. 2014,-0.0521,0.314,8.01,-1.38
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.93,mcd,66.0754,D.-T. et al. 2014,-0.0534,0.608,6.73,-2.67
d18O_bulk,Kroon et al. (2007)/Birch et al. (2016),ODP 1262,217.96,mcd,66.0767,D.-T. et al. 2014,-0.0547,0.611,6.72,-2.68
